"catch-difficulty","catch-phrase","color-1","color-2","creature-type","critterpedia-filename","critterpedia-image","description","furniture-filename","furniture-image","hha-base-points","hha-category","icon-filename","icon-image","id","lighting-type","movement-speed","name","nh-apr","nh-aug","nh-dec","nh-feb","nh-jan","nh-jul","nh-jun","nh-mar","nh-may","nh-nov","nh-oct","nh-sep","sell","sh-apr","sh-aug","sh-dec","sh-feb","sh-jan","sh-jul","sh-jun","sh-mar","sh-may","sh-nov","sh-oct","sh-sep","shadow","size","spawn-rates","surface","total-catches-to-unlock","vision","weather","where-how"
NA,"I caught a yellow butterfly! Shouldn't all BUTTERflies be yellow?","Yellow","Blue","Insect","InsectMonkicho","https://acnhcdn.com/latest/BookInsectIcon/InsectMonkichoCropped.png","Allow me to enlighten you... The yellow butterfly is named for its yellow wings. Need I say more? If I must, then allow me to note that the female yellow butterfly can lay up to 600 eggs at a time! Bleech! And their creepy crawly caterpillars just love to chomp on clover plants. A recipe for disaster, I say. Just imagine reaching for a four-leaf clover, only to touch a larva instead! Yuck! The worst of luck!","FtrInsectMonkicho","https://acnhcdn.com/latest/FtrIcon/FtrInsectMonkichoCropped.png",64,"Pet","Ins1","https://acnhcdn.com/latest/MenuIcon/Ins1.png","I2",NA,NA,"yellow butterfly","4 AM – 7 PM",NA,NA,NA,NA,NA,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",NA,"4 AM – 7 PM","4 AM – 7 PM",160,"4 AM – 7 PM",NA,"4 AM – 7 PM",NA,NA,NA,NA,"4 AM – 7 PM",NA,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",NA,"1x1","60","No",0,NA,"Any except rain","Flying"
NA,"I got an abalone! Why do I want a sandwich now?","None","None","Sea Creature","DiveFishAwabi","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishAwabiCropped.png","My feathers, but the abalone is a most deceptive sea snail, wot wot! After seeing its dull brown shell from the outside, one would think it quite plain.But take a gander inside, and you'll see that the abalone's home is a shimmering beauty to behold! The inner layer of the shell is made of ""nacre,"" or ""mother-of-pearl,"" and, hoo, what a dazzling iridescent hue! Let this be a lesson! You mustn't judge a sea snail by the outside of its shell. Judge it by the inside of its shell instead.","FtrDiveFishAwabi","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishAwabi.png",0,"Pet","Awabi","https://acnhcdn.com/latest/MenuIcon/Awabi.png","C17","Fluorescent","Medium","abalone",NA,"4 PM – 9 AM","4 PM – 9 AM",NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",2000,"4 PM – 9 AM",NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,"Medium","1x1","1–6","Yes",20,NA,"Any weather","Sea"
NA,"I got an acorn barnacle! Will it grow into an oak barnacle?","None","None","Sea Creature","DiveFishFujitsubo","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishFujitsuboCropped.png","Do not mistake the acorn barnacle for a relative of the calm. Tut-tut, mollusks they are not. Barnacles are cousins to crabs and lobsters, you see. Though the family resemblance is hard to spot. Acorn barnacles may also seem to live a stationary life, what with being attached to rocks and such. But truth be told, baby barnacles are avid travelers, drifting shell-less about the sea before settling down. Once they find a good rock to affix themselves to, they float free no more. Which begs the question... Do adult acorn barnacles ever look out across the open sea...and long for youthful adventure once more?","FtrDiveFishFujitsubo","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishFujitsubo.png",0,"Pet","Fujitsubo","https://acnhcdn.com/latest/MenuIcon/Fujitsubo.png","C28","Fluorescent","Stationary","acorn barnacle","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",600,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","X-Small","1x1","6–11","Yes",0,NA,"Any weather","Sea"
NA,"I got a chambered nautilus! Is it on the naughty list?","None","None","Sea Creature","DiveFishOumugai","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishOumugaiCropped.png","The chambered nautilus is perhaps best known for its gorgeous shell. Not only does this shell's interior shine with a pearly luster, it features a near-perfect natural spiral. But those aren't the chambered nautilus's only bragging rights. This cephalopod can have up to 90 tentacles, it's said! These arms come coated with a sticky substance that helps the nautilus capture its prey...Which is far better than using them for overly long hugs, I say.","FtrDiveFishOumugai","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishOumugai.png",0,"Pet","Oumugai","https://acnhcdn.com/latest/MenuIcon/Oumugai.png","C19","Fluorescent","Medium","chambered nautilus","4 PM – 9 AM",NA,NA,NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",1800,"4 PM – 9 AM",NA,"4 PM – 9 AM",NA,NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","Medium","1x1","3–5","Yes",20,NA,"Any weather","Sea"
NA,"I got a Dungeness crab! Dun dun duuuun...geness.","None","None","Sea Creature","DiveFishDungenessCrab","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishDungenessCrabCropped.png","The Dungeness crab wears a pretty fan-shaped shell that's often done up in purple hues. But eye-catching colors aside, this fellow can be surprisingly hard to spot! That's because the Dungeness crab is something of an expert hider. When scared, it plays a nifty trick! That is, it buries itself beneath the sand with impressive speed. ""Now you see me, now you don't,"" it says as it vanishes before your very eyes!","FtrDiveFishDungenessCrab","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishDungenessCrab.png",0,"Pet","DungenessCrab","https://acnhcdn.com/latest/MenuIcon/DungenessCrab.png","C25","Fluorescent","Medium","Dungeness crab","All day",NA,"All day","All day","All day",NA,NA,"All day","All day","All day",NA,NA,1900,NA,"All day",NA,NA,NA,"All day","All day",NA,"All day","All day","All day","All day","Medium","1x1","3–5","Yes",20,NA,"Any weather","Sea"
NA,"I got a firefly squid! More like a glowswim squid.","None","None","Sea Creature","DiveFishHotaruika","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishHotaruikaCropped.png","The firefly squid is a wee migratory squid that barely reaches three inches in length. And though they usually live in deep water, they do venture to the coast to spawn. Like their firefly namesakes, these sparkling squid emit a blue bioluminescent glow. This glow may be used to threaten enemies, communicate with friends, or, perhaps, to lure food in. Truth be told, we do not know for sure why the firefly squid glows. We remain in the dark, as they say.","FtrDiveFishHotaruika","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishHotaruika.png",0,"Pet","Hotaruika","https://acnhcdn.com/latest/MenuIcon/Hotaruika.png","C23","Fluorescent","Slow","firefly squid","9 PM – 4 AM",NA,NA,NA,NA,NA,"9 PM – 4 AM","9 PM – 4 AM","9 PM – 4 AM",NA,NA,NA,1400,NA,NA,"9 PM – 4 AM",NA,NA,NA,NA,NA,NA,"9 PM – 4 AM","9 PM – 4 AM","9 PM – 4 AM","X-Small","1x1","6","Yes",0,NA,"Any weather","Sea"
NA,"I got a flatworm! Guess it forgot its spareworm.","None","None","Sea Creature","DiveFishHiramushi","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishHiramushiCropped.png","Flatworms are flat creatures, and while some types look like sea slugs, they have little else in common. Some types are venomous and produce a poison similar to the kind blowfish are famous for. Flatworms are hermaphrodites and mate by fighting to determine the loser, who then bears the eggs.","FtrDiveFishHiramushi","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishHiramushi.png",0,"Pet","Hiramushi","https://acnhcdn.com/latest/MenuIcon/Hiramushi.png","C39","Fluorescent","Very slow","flatworm",NA,"4 PM – 9 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 PM – 9 AM",700,NA,NA,NA,"4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM",NA,NA,NA,NA,"X-Small","1x1","5–8","No",0,NA,"Any weather","Sea"
NA,"I got a gazami crab! What a gripping find!","None","None","Sea Creature","DiveFishGazami","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishGazamiCropped.png","The gazami crab may be better known by its more descriptive name… the Japanese blue crab. It gets its name from the blue tint sometimes found in its shell and legs. Its paddle-like rear legs are what help it to swim freely and quickly through the water. Of course, this gazami crab couldn't swim enough to get away from you!","FtrDiveFishGazami","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishGazami.png",0,"Pet","Gazami","https://acnhcdn.com/latest/MenuIcon/Gazami.png","C24","Fluorescent","Medium","gazami crab",NA,"All day",NA,NA,NA,"All day","All day",NA,NA,"All day","All day","All day",2200,"All day",NA,"All day","All day","All day",NA,NA,"All day","All day",NA,NA,NA,"Medium","1x1","2–5","Yes",20,NA,"Any weather","Sea"
NA,"GAAAAH! I got a giant isopod! It's the crustodian of the sea.","None","None","Sea Creature","DiveFishDaiougusokumushi","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishDaiougusokumushiCropped.png","Growing up to nearly 20 inches, the sea-dwelling giant isopod is the world's largest cousin of the pill bug. Twenty inches?! Twenty times as revolting, I say! Making matters worse for those of us who find the pill bug repulsive rather than ""cute""... The giant isopod can swim shockingly fast and is known for its voracious appetite. In fact, it's most happy when dining on the carcasses of animals that have sunk to the bottom of the sea! This behavior has earned it a nickname... 'the vacuum cleaner of the deep.' Why must nature play such awful pranks on me?","FtrDiveFishDaiougusokumushi","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishDaiougusokumushi.png",0,"Pet","Daiougusokumushi","https://acnhcdn.com/latest/MenuIcon/Daiougusokumushi.png","C35","No lighting","Very fast","giant isopod",NA,"9 AM – 4 PM; 9 PM – 4 AM",NA,NA,NA,"9 AM – 4 PM; 9 PM – 4 AM",NA,NA,NA,NA,"9 AM – 4 PM; 9 PM – 4 AM","9 AM – 4 PM; 9 PM – 4 AM",12000,"9 AM – 4 PM; 9 PM – 4 AM",NA,NA,"9 AM – 4 PM; 9 PM – 4 AM","9 AM – 4 PM; 9 PM – 4 AM",NA,NA,"9 AM – 4 PM; 9 PM – 4 AM",NA,NA,NA,NA,"Medium","1x1","1","No",80,NA,"Any weather","Sea"
NA,"I got a gigas giant clam! It's kind of a big deal.","None","None","Sea Creature","DiveFishShakogai","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishShakogaiCropped.png","Gigas giant clams live in warm-water coral reefs and are the biggest bivalves in the world. Growing as wide as six feet and weighing up to 600 pounds, these clams can live to be 100 years old. And yes, these mighty creatures look as though they could eat a swimmer whole. But they eat plankton instead and get valuable nutrients from an algae they live in symbiosis with. Indeed, these enormous gents get all the sustenance they need by lying face up with their shells half-open. If such was my life, I'd be happy as a clam too.","FtrDiveFishShakogai","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishShakogai.png",0,"Pet","Shakogai","https://acnhcdn.com/latest/MenuIcon/Shakogai.png","C18","Fluorescent","Very fast","gigas giant clam",NA,"All day",NA,NA,NA,"All day","All day",NA,"All day",NA,NA,"All day",15000,NA,NA,"All day","All day","All day",NA,NA,"All day",NA,"All day",NA,NA,"X-Large","2x1","1","Yes",80,NA,"Any weather","Sea"
NA,"I got a horseshoe crab! I hope it's lucky!","None","None","Sea Creature","DiveFishKabutogani","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishKabutoganiCropped.png","Some might say it's good luck to catch a horseshoe crab. But I am NOT among them, eh wot! Though called a ""crab,"" this beast is an arthropod and thus more akin to spiders and scorpions! Its long tail resembles a scorpion stinger, in fact! Though it's quite harmless, they say. A ""living fossil,"" the horseshoe crab has been around since before the dinosaurs. With that tank-like shell, I suppose it WOULD be the one to survive. But here's what truly rattles me to my beak... During breeding season, horseshoe crabs crawl up on the beach and make nests together in the hundreds. HUNDREDS OF HORSESHOE CRABS! And with that I can say no more.","FtrDiveFishKabutogani","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishKabutogani.png",0,"Pet","Kabutogani","https://acnhcdn.com/latest/MenuIcon/Kabutogani.png","C36","No lighting","Medium","horseshoe crab",NA,"9 PM – 4 AM",NA,NA,NA,"9 PM – 4 AM",NA,NA,NA,NA,NA,"9 PM – 4 AM",2500,NA,NA,NA,"9 PM – 4 AM","9 PM – 4 AM",NA,NA,"9 PM – 4 AM",NA,NA,NA,NA,"Medium","1x1","3–5","No",20,NA,"Any weather","Sea"
NA,"I got a lobster! Lobjective complete.","None","None","Sea Creature","DiveFishLobster","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishLobsterCropped.png","The lobster is rather famous for its two large claws. But did you know that, in fact, it has six claws total? Of course, the four tiny claws aren't as threatening as its large ""crusher claw"" is. That pincer can put a hundred pounds of pressure on in a pinch! Just a little something to bear in mind when a lobster tries to shake your hand.","FtrDiveFishLobster","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishLobster.png",0,"Pet","Fish54","https://acnhcdn.com/latest/MenuIcon/Fish54.png","C34","Fluorescent","Fast","lobster","All day",NA,"All day",NA,"All day",NA,"All day",NA,"All day",NA,NA,NA,4500,NA,NA,"All day",NA,NA,"All day","All day",NA,NA,"All day","All day",NA,"Large","1x1","1–2","Yes",40,NA,"Any weather","Sea"
NA,"I got a mantis shrimp! Shrimply amazing!","None","None","Sea Creature","DiveFishSyako","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishSyakoCropped.png","Think carefully before you mock the mantis shrimp for its diminutive size. I warn you, it's itching for a fight! A pugilist through and through, this brightly hued fellow packs a punch unparalleled on land or sea. Not only are its forelimbs shaped like clubs and scythes, its arms are naturally spring-loaded too! Thus the mantis shrimp's high-speed blows crack open crabs and oyster shells with ease. And should you grab it with your hands, you might discover why it's called ""the thumb splitter"" too!","FtrDiveFishShako","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishShako.png",0,"Pet","Shako","https://acnhcdn.com/latest/MenuIcon/Shako.png","C32","Fluorescent","Medium","mantis shrimp","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",2500,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","Small","1x1","2–8","Yes",20,NA,"Any weather","Sea"
NA,"I got a moon jellyfish! Now to find a sun peanutbutterfish.","None","None","Sea Creature","DiveFishMizukurage","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishMizukurageCropped.png","Ah, the moon jellyfish...what's not to love about this pretty floating flower of the sea... Well, I suppose its tentacles do give a sting when touched...but it's only a mild thing to the likes of us. Other creatures may not be so fond of this translucent beauty. Though who can blame them, really? Moon jellyfish have stinging cells called cnidocytes that kill fish and other small critters that float by. And they use their ""oral arms"" to pull these morsels into their mouths and stomachs. Indeed, one need but observe the moon jellyfish to see how brutal AND beautiful nature can be.","FtrDiveFishMizukurage","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishMizukurage.png",0,"Pet","Mizukurage","https://acnhcdn.com/latest/MenuIcon/Mizukurage.png","C9","Fluorescent","Very slow","moon jellyfish",NA,"All day",NA,NA,NA,"All day",NA,NA,NA,NA,NA,"All day",600,NA,NA,NA,"All day","All day",NA,NA,"All day",NA,NA,NA,NA,"Small","1x1","4–12","Yes",0,NA,"Any weather","Sea"
NA,"I got a mussel! It's been working out","None","None","Sea Creature","DiveFishMuhrugai","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishMuhrugaiCropped.png","Did you know the mussel has a beard?! Hoo! It's true! Well, partially true, anyway. Mussels have a special gland that secretes a thing called ""bysuss"" or ""byssal thread."" They use these tough beard-like fibers to anchor themselves to rocks and keep themselves in place. So, you see, the mussel's beard is functional rather than merely stylish. Then again, perhaps all beards should be this way.","FtrDiveFishMuhrugai","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishMuhrugai.png",0,"Pet","Muhrugai","https://acnhcdn.com/latest/MenuIcon/Muhrugai.png","C12","No lighting","Slow","mussel",NA,"All day","All day",NA,NA,"All day","All day",NA,NA,"All day","All day","All day",1500,"All day",NA,"All day","All day","All day",NA,"All day","All day","All day",NA,NA,NA,"Small","1x1","3–8","No",0,NA,"Any weather","Sea"
NA,"I got an octopus! It can give four hugs at once!","None","None","Sea Creature","DiveFishTako","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishTakoCropped.png","With its eight limbs, three hearts, and surprisingly big brain, the octopus is quite the wonder. It is also an escape artist like no other! You see, the octopus has specialized skin cells that can change color and texture with lightening speed. Thus it can look for all the world like a patch of seabed one minute...and a pile of rocks the next! But the deception doesn't stop there, wot wot. When attacked by a predator, the octopus releases a cloud of ink and -POOF- makes its escape. Let's just call the octopus what it is, shall we? The ninja of the deep!","FtrDiveFishTako","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishTako.png",0,"Pet","Tako","https://acnhcdn.com/latest/MenuIcon/Tako.png","C20","Fluorescent","Slow","octopus","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",1200,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","Medium","1x1","2–8","Yes",0,NA,"Any weather","Sea"
NA,"I got an oyster! It's a little shellfish.","None","None","Sea Creature","DiveFishOyster","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishOysterCropped.png","Oysters are marvelous mollusks and, in many ways, the social butterflies of the seas. That is, these bivalves tend to live attached to rocks in large groups known as oyster beds. These reef-like structures provide home and habitat for a delightful variety of creatures. Mussels, barnacles, and sea anemones have all been known to set up house. Meanwhile, small fish and crabs hide from predators and even raise their young among the snuggling oysters. With all the hubbub, an oyster bed sounds like the last place one would get some sleep!","FtrDiveFishKaki","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishKaki.png",0,"Pet","Kaki","https://acnhcdn.com/latest/MenuIcon/Kaki.png","C13","No lighting","Slow","oyster",NA,NA,"All day","All day","All day",NA,NA,NA,NA,"All day","All day","All day",1100,"All day","All day",NA,NA,NA,"All day","All day","All day","All day",NA,NA,NA,"Small","1x1","5–12","No",0,NA,"Any weather","Sea"
NA,"I got a pearl oyster! Aw, shucks. Don't clam up now!","None","None","Sea Creature","DiveFishAkoyagai","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishAkoyagaiCropped.png","Hoo, indeed, hoot! What a splendid pearl oyster! Did you know the famed pearl oyster can live for 40 years and grow up to a foot in size? 'Tis true, hootie-hoo! Of course, this briny bivalve is best known for the precious gems it grows within. The pearl-making process begins when an irritant gains access to the delicate insides of the oyster. The intruder is then covered with layer upon layer of ""nacre,"" the same substance used to create its shell. It takes years for a pearl to form, but in the end, the irritant is rendered harmless. Ahh, if only we all had the power to turn things that annoy us... into things of beauty instead.","FtrDiveFishAkoyagai","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishAkoyagai.png",0,"Pet","Akoyagai","https://acnhcdn.com/latest/MenuIcon/Akoyagai.png","C11","No lighting","Medium","pearl oyster","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",2800,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","Small","1x1","2–4","No",20,NA,"Any weather","Sea"
NA,"I caught a red king crab! It's royally flushed.","None","None","Sea Creature","DiveFishTarabagani","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishTarabaganiCropped.png","The red king crab is a mighty crustacean to be sure. Though it must be said that there is some debate about its royal lineage. King crabs, unlike other crabs, are thought to be descended from hermit crabs, you see. And have you noticed... GASP! They have but eight legs, though conventional crabs have 10! It matters not, I say. For the red king crab is as regal as can be. Weighing up to 20 pounds with a leg span reaching five feet... I bow to this crab's nobility.","FtrDiveFishTarabagani","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishTarabagani.png",0,"Pet","Tarabagani","https://acnhcdn.com/latest/MenuIcon/Tarabagani.png","C27","Fluorescent","Very fast","red king crab",NA,NA,"All day","All day","All day",NA,NA,"All day",NA,"All day",NA,NA,8000,NA,"All day",NA,NA,NA,"All day","All day",NA,"All day",NA,NA,"All day","Large","2x1","1–2","Yes",80,NA,"Any weather","Sea"
NA,"I got a scallop! It otter be savored.","None","None","Sea Creature","DiveFishHotate","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishHotateCropped.png","Ah, the scallop! It just goes to show, you can't keep a good bivalve down. While most members of its family are known for staying put, the scallop is a nimble fellow indeed. When a hungry sea star approaches, the scallop can swim away by clap-clap-clapping its shells together! ""How does a scallop know when a predator approaches?"" you ask. Why, it has 200 eyes to see with! It makes one wonder what else the scallop sees with all those eyes... I fear it sees into my very soul!","FtrDiveFishHotate","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishHotate.png",0,"Pet","Hotate","https://acnhcdn.com/latest/MenuIcon/Hotate.png","C14","Fluorescent","Slow","scallop","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",1200,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","Medium","1x1","6–8","Yes",5,NA,"Any weather","Sea"
NA,"I got a sea anemone! The enemy of my anemone is my afrenome!","None","None","Sea Creature","DiveFishIsogintyaku","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishIsogintyakuCropped.png","Medusa herself would be impressed by the sea anemone. This pretty predator loves to wave its colorful flowing locks about. But these gorgeous tresses are, in fact, deadly tentacles surrounding a hungry mouth! Triggered by the slightest touch, these tentacles harpoon victims with neurotoxin. The sea anemone then pulls the helpless, hapless prey into its mouth for a spot of lunch! I say, let this be a lesson! Never, ever make an enemy... out of an anemone!","FtrDiveFishIsogintyaku","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishIsogintyaku.png",0,"Pet","Isogintyaku","https://acnhcdn.com/latest/MenuIcon/Isogintyaku.png","C8","Fluorescent","Stationary","sea anemone","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",500,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","Large","1x1","3–14","No",0,NA,"Any weather","Sea"
NA,"I got a sea cucumber! It's a bit cumbersome","None","None","Sea Creature","DiveFishNamako","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishNamakoCropped.png","The sea cucumber, much like its relatives the sea urchin and sea star, has no heart nor brain. However, unlike its relatives, it has no shell nor spikes to with which to protect itself either. So how does a softy such as this stay safe in the open ocean? Brace yourself I say… when threatened sea cucumbers jettison their innards out of their backsides! Hoo! Gross but true! The sticky, stringy stuff ensnares predators, allowing the cuke to make its escape and grow its insides back. One might say…the sea cucumber is a GUTSY creature, indeed. Hoo hoo, hee hee! Do forgive me!","FtrDiveFishNamako","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishNamako.png",0,"Pet","Namako","https://acnhcdn.com/latest/MenuIcon/Namako.png","C3","Fluorescent","Very slow","sea cucumber","All day",NA,"All day","All day","All day",NA,NA,"All day",NA,"All day",NA,NA,500,NA,"All day",NA,NA,NA,"All day","All day",NA,"All day",NA,"All day","All day","Medium","1x1","4–12","Yes",0,NA,"Any weather","Sea"
NA,"I got some sea grapes! Can't let these go sour.","None","None","Sea Creature","DiveFishUmibudou","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishUmibudouCropped.png","Sea grapes are a marine algae that look much like their landlocked namesake. That is, they are green pearl-like orbs that cluster tightly along underwater vines. And sea grapes, like regular grapes, are a popular snack food too... albeit of the saltier variety. Fans of the briny delicacy enjoy the way the shiny pearls POP when chewed. It makes one wonder whether sea grape juice might have some appeal? 'Twould leave the drinker with sour grapes, I suppose.","FtrDiveFishUmibudou","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishUmibudou.png",0,"Pet","Umibudou","https://acnhcdn.com/latest/MenuIcon/Umibudou.png","C2","Fluorescent","Stationary","sea grapes",NA,"All day",NA,NA,NA,"All day","All day",NA,NA,NA,NA,"All day",900,NA,NA,"All day","All day","All day",NA,NA,"All day",NA,NA,NA,NA,"Small","1x1","4–12","No",0,NA,"Any weather","Sea"
NA,"I got a sea pig! What's next? Air pigs?","None","None","Sea Creature","DiveFishSenjunamako","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishSenjunamakoCropped.png","Never have I seen a creature that walks the line between creepy and cute quite like the sea pig does. Sea pigs are, in fact, a type of sea cucumber that lives deep down on the ocean floor. About four inches long, these soft pinkish oddities use tube-like legs and feelers to get around. Thus they snuffle through the mud, slurping up particles from decaying carcasses. Meanwhile, predators be warned... This little piggy tastes like poison.","FtrDiveFishSenjunamako","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishSenjunamako.png",0,"Pet","Senjunamako","https://acnhcdn.com/latest/MenuIcon/Senjunamako.png","C4","Fluorescent","Very fast","sea pig",NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,NA,"4 PM – 9 AM",NA,NA,10000,NA,"4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM",NA,"4 PM – 9 AM",NA,NA,NA,"Small","1x1","1","Yes",80,NA,"Any weather","Sea"
NA,"I got a sea pineapple! Your move, sea pizzas.","None","None","Sea Creature","DiveFishHoya","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishHoyaCropped.png","Try not to gawk as you look upon the sea pineapple. Its peculiar look is simply one of nature's many jokes. Though it may look like a half-rotten hunk of fruit, the sea pineapple is no plant, shellfish, or even sea slug. It's a tunicate, wot wot...a fancy name for a shallow-water filter feeder with a taste for plankton. It should be noted that the sea pineapple looks like a tadpole when it's young and can still swim about. Alas, its youthful cuteness wears off once it attaches itself for good to a rock. Ah, but let's put insults aside! Sea pineapples are full of water, you sea. And I fear we're asking for a squirt in the eye!","FtrDiveFishHoya","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishHoya.png",0,"Pet","Hoya","https://acnhcdn.com/latest/MenuIcon/Hoya.png","C37","Fluorescent","Slow","sea pineapple","All day","All day",NA,NA,NA,"All day","All day",NA,"All day",NA,NA,NA,1500,NA,NA,"All day","All day","All day",NA,NA,NA,NA,"All day","All day",NA,"Small","1x1","2–6","Yes",0,NA,"Any weather","Sea"
NA,"I got a sea slug! It's kinda salty about that.","None","None","Sea Creature","DiveFishUmiushi","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishUmiushiCropped.png","Imagine, if you will, a land slug...but one dressed in frilly attire full of bold colors, stripes, and spots! That is the sea slug, a gastropod that looks ready to walk the red carpet...or perform beneath a big top. But these clowns are no laughing matter, eh wot. Their garish colors and wild patterns warn predators to steer clear of their stinging, toxic taste. And THAT is how you dress for success, as they say!","FtrDiveFishUmiushi","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishUmiushi.png",0,"Pet","Umiushi","https://acnhcdn.com/latest/MenuIcon/Umiushi.png","C10","Fluorescent","Very slow","sea slug","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",600,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","X-Small","1x1","1–12","No",0,NA,"Any weather","Sea"
